Column1,sslccode,talukcode,schoolname,address1,address2,address3,address4,pincode,management,urban,taluk,dist
7825,IA0304,IA04,SRI DURGAMBIKA HIGH SCHOOL,CHIKKAMEGALAGERE,"HARAPANAHALLI, TQ","DAVANAGERE, DT.",,NA,A,R,HARAPANAHALLI,DAVANAGERE
7826,NN0295,NN02,SAMBRA HIGH SCHOOL,SAMBRA  BELAGAUM,BELAGAUM DIST,,,NA,U,R,BELGAUM,BELGAUM
7827,NN0296,NN02,MAHATHMA GANDHI HIGH SCHOOL,GUNDWAD,BELAGAVI,,,NA,A,R,BELGAUM,BELGAUM
7828,AN0249,AN02,PREMIER HIGH SCHOOL,SRIRAMPURAM,BENGALURU,,,560021,U,U,NORTH2,BANGALORE U NORTH
7829,AN0269,AN01,ST CHARELS ENGLISH MEDIUM HIGH SCHOOL,CHOKKASANDRA,BENGALURU,,,560057,U,U,NORTH1,BANGALORE U NORTH
7830,AN0531,AN03,WESTERN ENGLISH HIGH SCHOOL,NO 9 MACKAN ROAD CROSS,BENGALURU,,,560001,U,U,NORTH3,BANGALORE U NORTH
7831,AS0021,AS02,"MODEL HIGH SCHOOL,",IV MAIN ROAD  CHAMARAJPET,BENGALURU SOUTH,,,560018,A,U,SOUTH2,BANGALORE U SOUTH
7832,AS0169,AS01,PANCHAJANYA VIDYAPEETHA HIGH SCHOOL,"MALLATHAHALLY, RING ROAD",BENGALURU SOUTH,,,560056,A,U,SOUTH1,BANGALORE U SOUTH
7833,CC0058,CC03,VOKKALERI HOBLI VIDHABHIVRUDDI H S,VOKKALERI KOLAR TALUK,KOLAR DISTRICT,,,563130,A,R,KOLAR,KOLAR
7834,GG0284,GG03,VIDYADAYINI E.M. HIGH SCHOOL,SURATKAL  MANGALURU.TALUK,D. K. DIST.,,,NA,U,U,NA,DAKSHINA KANNADA
7835,II0278,II03,MORARJI DESAI RESIDENTIAL. H S,V V PURA,HIRIYUR,CHITRADURGA DISTRICT,,572144,G,R,HIRIYUR,CHITRADURGA
7836,II0279,II01,MAHATMA GANDHI ENG MED H S,JAYANNA COMPOUND PAVAGADA ROAD,CHALLAKERE (TALUK),CHITRADURGA DIST,,577522,U,U,CHALLAKERE,CHITRADURGA
7837,II0280,II02,TIPPU EDUCATION SOCIETY®,"JAMIA MASJID COMPLEX CHIKKAPET, CHITRADURGA.",CHITRADURGA,,,577501,U,U,CHITRADURGA,CHITRADURGA
7838,CC0193,CC06,AL-AMEEN IBRAHIM KHALEELULLA ENG. H S,SRINIVASAPUR,SRINIVASAPUR TQ,KOLAR DIST,,NA,U,U,SRINIVASAPUR,KOLAR
7839,CA0168,CA02,GOVT. HIGH SCHOOL,POSHETTIHALLI,CHIKKABALLAPUR TQ,CHIKKABALLAPURA DISTRICT,,NA,G,R,CHIKKABALLAPUR,CHIKKABALLAPURA
7840,GG0285,GG04,RAJ ACADEMY E.M. HIGH SCHOOL,GANJIMATA  MANGALURU.TALUK,D. K. DIST.,.,,NA,U,R,NA,DAKSHINA KANNADA
7841,CA0169,CA02,LIMDET COMP. HIGH SCHOOL,RENUMAKALAHALLI,CHIKKABALLAPUR TALUK,CHIKKABALLAPURA DISTRICT,,NA,U,R,CHIKKABALLAPUR,CHIKKABALLAPURA
7842,GG0286,GG07,SRI HARIGOWRI MEM HIGH SCHOOL,KANAKAMAJALU POST SULLIA TALUK,D. K. DIST.,,,574223,U,R,NA,DAKSHINA KANNADA
7843,IA0329,IA05,SRI SHARANA SANGAMA HIGH SCHOOL,SRI SHARANASANGAMA HIGH SCHOOL,KUMBALURU,HARIHARA TQ,,NA,A,R,HARIHARA,DAVANAGERE
7844,GG0287,GG02,MORARJI DESAI HIGH SCHOOL,MACHINA BELTHANGADI TALUK,D K DISTRICT,,,574224,G,R,NA,DAKSHINA KANNADA
7845,IA0330,IA03,GOVT. HIGH SCHOOL,HOOVINAMADU,DAVANAGERE TQ,,,NA,G,R,DAVANAGERE(S),DAVANAGERE
7846,GG0288,GG01,BALAVIKAS ENGLISH MEDIUM HIGH SCHOOL,MANI,BANTWAL TALUK,D K DISTRICT,,574253,U,R,NA,DAKSHINA KANNADA
7847,GG0289,GG06,SUDANA HIGH SCHOOL,NEHARUNAGARA,PUTTUR TALUK,D K DISTRICT,,574203,U,U,NA,DAKSHINA KANNADA
7848,II0281,II01,SRI RAJIV GANDHI SMARAKA HIGH SCHOOL,SRI RAJIV GANDHI SMARAKA HIGH SCHOOL,GANDHINAGARA,CHALLAKERE,,NA,U,U,CHALLAKERE,CHITRADURGA
7849,GG0290,GG01,INFANT JESUS ENGLISH MEDIUM H S,MODANKAPU BANTWAL.TALUK,D K DISTRICT,,,576219,U,U,NA,DAKSHINA KANNADA
7850,II0282,II02,SRI ANJANEYA SWAMY HIGH SCHOOL,KADLEGUDDU,CHITRADURGA TQ,,,NA,U,R,CHITRADURGA,CHITRADURGA
7851,II0283,II02,S.J.M. ENG.MED. HIGH SCHOOL,MURUGARAJENDRAMUTT,M.K.HATTI,CHITRADURGA,,NA,U,R,CHITRADURGA,CHITRADURGA
7852,SS0215,SS04,SRI S B SHERIKARA HIGH SCHOOL,NIDAVANCHA,BIDAR DISTRICT,,,NA,A,R,BIDAR,BIDAR
7853,RR0126,RR03,GNYANAVAHINI HIGH SCHOOL,"KAVITAL  ,  MANVI TALUK",RAICHUR DISTRICT,,,584120,U,R,MANVI,RAICHUR
7854,RR0127,RR03,SRI SHARANABASAVESWARA HIGH SCHOOL,"PAMANA ,KALLUR ,  MANVI TALUK",RAICHUR DISTRICT,,,584120,U,R,MANVI,RAICHUR
7855,RR0129,RR04,SRI KANNIKA PARAMESHWARI HIGH SCHOOL,RAICHUR,RAICHUR DISTRICT,,,584101,U,U,RAICHUR,RAICHUR
7856,OA0055,OA02,ST ANN'S CONVENT HIGH SCHOOL,BAGALKOT,BAGALKOT DISTRICT,,,587101,U,U,BAGALKOT,BAGALKOT
7857,OA0056,OA02,SRI MALIYAPPAYYA SWAMY HIGH SCHOOL,GADDANKERI CROSS  BAGALKOT TALUK,BAGALKOT DISTRICT,,,NA,A,R,BAGALKOT,BAGALKOT
7858,OA0057,OA04,V M (SGMG MEMORIAL) GIRLS HIGH SCHOOL,HUNGUND,BAGALKOT DISTRICT,,,587118,A,U,HUNAGUND,BAGALKOT
7859,OA0058,OA05,SHRI SHAMBULINGESWAR HIGH SCHOOL,HULIYAL  JAMKHANDI TALUK,BAGALKOT DISTRICT,,,NA,A,R,JAMAKHANDI,BAGALKOT
7860,OA0059,OA01,S V P V V S GIRLS HIGH SCHOOL,BADAMI,BAGALKOT DISTRICT,,,NA,A,U,BADAMI,BAGALKOT
7861,OA0060,OA02,S.B.PATIL COMP JUNIOR COLLEGE,BAGALKOT,BAGALKOT DISTRICT,,,NA,A,U,BAGALKOT,BAGALKOT
7862,OA0061,OA05,GOVERNMENT JUNIOR COLLEGE,RABKAVI BANATTI JAMAKHANDI TALUK,BAGALKOT DISTRICT,,,NA,G,U,JAMAKHANDI,BAGALKOT
7863,OA0062,OA06,ROTARY ENGLISH MEDIUM HIGH SCHOOL,MUDHOL,BAGALKOT DISTRICT,,,NA,U,U,MUDHOL,BAGALKOT
7864,OA0063,OA02,S.H. HIGH SCHOOL,NAYINEGILE  BAGALKOT TALUK,BAGALKOT DISTRICT,,,NA,A,R,BAGALKOT,BAGALKOT
7865,OA0064,OA02,NUTAN VIDYALAYA HIGH SCHOOL,KAJJIDONI  BAGALKOT TALUK,BAGALKOT DISTRICT,,,NA,A,R,BAGALKOT,BAGALKOT
7866,OA0065,OA01,S.G.G.V.V.S.HIGH SCHOOL,"GULEDGUDDA, BADAMI TALUK",BAGALKOT DISTRICT,,,NA,A,R,BADAMI,BAGALKOT
7867,OA0066,OA04,GOVERNMENT P U COLLEGE,SULEBHAVI  HUNGUND TALUK,BAGALKOT DISTRICT,,,587132,G,R,HUNAGUND,BAGALKOT
7868,OA0067,OA01,GOVERNMENT HIGH SCHOOL,HALIGERI  BADAMI TALUK,BAGALKOT DISTRICT,,,NA,G,R,BADAMI,BAGALKOT
7869,NN0042,NN04,LONDA HIGH SCHOOL,LONDA  KHANAPUR TALUK,BELAGAVI DISTRICT,,,591301,A,R,KHANAPUR,BELGAUM
7870,NN0043,NN03,S V GURUKAL HIGH SCHOOL,DODWAD  BAILHONAL TALUK,BELAGAVI DISTRICT,,,NA,A,R,BAILHONGAL,BELGAUM
7871,NN0044,NN06,S P J GURUKUL COMP JUNIOR COLLEGE,MUNVALLI SAUNDATTI TALUK,BELAGAVI DISTRICT,,,591117,A,R,SOUNDATTI,BELGAUM
7872,NN0045,NN01,D Y CHUGULE BHARATESH HIGH SCHOOL,POONA BENGALURU ROAD,BELAGAVI DISTRICT,,,590016,A,U,BELGAUM,BELGAUM
7873,NN0046,NN04,CHANNAMMA RANI SMARAK HIGH SCHOOL,ITAGI  KHANAPUR TALUK,BELAGAVI DISTRICT,,,591112,A,R,KHANAPUR,BELGAUM
7874,NN0047,NN05,THE BHAGOJIKOP GROUP HIGH SCHOOL,HIREKOPP  K S RAMADURGA TALUK,BELAGAVI DISTRICT,,,591114,A,R,RAMDURG,BELGAUM
7875,NN0049,NN02,SWAMI VIVEKANANDA HIGH SCHOOL,UCHAGAON,BELAGAVI DISTRICT,,,591128,A,R,BELGAUM,BELGAUM
7876,NN0050,NN01,RAJAPUT BHANDU HIGH SCHOOL,TILAKWADI,BELAGAVI DISTRICT,,,NA,A,U,BELGAUM,BELGAUM
7877,NN0052,NN06,LINGARAJ HIGH SCHOOL,SHIRASANGI  SAUNDATTI TALUK,BELAGAVI DISTRICT,,,NA,A,R,SOUNDATTI,BELGAUM
7878,NN0053,NN03,M K C R G HIGH SCHOOL,BAILHONGAL,BELAGAVI DISTRICT,,,591102,A,U,BAILHONGAL,BELGAUM
7879,NN0054,NN05,SRI BVV SANGHA'S NEW GIRLS H.S.,RAMDURG,BELAGAVI DISTRICT,,,591123,A,U,RAMDURG,BELGAUM
7880,NN0055,NN01,ISLAMIYA GIRLS HIGH SCHOOL,CAMP: BELAGAVI,BELAGAVI DISTRICT,,,590001,A,U,BELGAUM,BELGAUM
7881,NN0056,NN01,DIVINE PROVIDENCE HIGH SCHOOL,TILAKWADI,BELAGAVI DISTRICT,,,590006,A,U,BELGAUM,BELGAUM
7882,NN0058,NN06,S N V V S HIGH SCHOOL,HOSUR  SAUNDATTI TALUK,BELAGAVI DISTRICT,,,591111,A,R,SOUNDATTI,BELGAUM
7883,BA0085,BA02,GOVERNMENT HIGH SCHOOL,"HALASURU,KODIHALLI HOBLI,",KANAKAPURA TALUK,RAMANAGARA DISTRICT,,NA,G,R,KANAKAPURA,RAMANAGARA
7884,BB0165,BB04,"VISHAL ENGLISH MEDIUM HIGH SCHOOL,",SUBHASH NAGAR,NELAMANGALA,,,562123,U,U,NELAMANGALA,BANGALORE RURAL
7885,NA0249,NA08,AJITHKUMAR BANE HIGH SCHOOL,HANDIGUND RAIBAG TALUK,BELAGAVI DISTRICT,,,NA,A,R,RAIBAG,BELGAUM CHIKKODI
7886,GA0154,GA01,GOVT HIGH SCHOOL,UPPINAKUDRU  KUNDAPURA TALUK,UDUPI DISTRICT,,,576230,G,R,BYNDOOR,UDUPI
7887,GA0156,GA05,C S I UNITY HIGH SCHOOL,MOOLUR UCHILA UDUPI TALUK,UDUPI DISTRICT,,,574117,A,R,UDUPI,UDUPI
7888,GA0157,GA05,DANDATHITHA ENGLISH MED HIGH SCHOOL,ULIYAR GOLI KAUP UDUPI TALUK,UDUPI DISTRICT,,,574106,U,R,UDUPI,UDUPI
