"","Block_Name","Rural_Urban","No_of_Working_Days","No_of_Acad_Inspection","School_Dev_Grant_Recd","School_Dev_Grant_Expnd","TLM_Grant_Recd","TLM_Grant_Expnd","Tot_Clrooms","Toilet_Girls","Electricity","Library","PlayGround","Male_Tch","Female_Tch","Graduate_Teachers","Tch_with_Prof_Qual","Days_involved_in_non_tch_assgn","Teachers_involved_in_non_tch_assgn","acyear","Public","Split"
"392822","PUTTUR",1,0,0,0,0,0,0,2,1,1,1,1,0,3,3,3,0,29240402708,7,0,0
"392826","PUTTUR",1,0,1,65000,65000,2000,2000,11,1,1,1,1,6,6,10,12,0,29240402903,7,1,0
"392828","PUTTUR",1,0,0,0,0,0,0,3,1,1,1,1,2,5,7,7,0,29240402905,7,0,0
"392832","PUTTUR",1,0,1,0,0,0,0,3,1,1,1,1,3,4,6,7,0,29240403004,7,0,0
"392842","PUTTUR",1,0,0,40000,40000,1500,1500,6,1,1,1,1,4,2,5,6,0,29240403307,7,1,0
"392844","PUTTUR",1,0,2,40000,40000,1500,1500,5,1,1,1,1,1,7,8,8,0,29240403402,7,1,0
"392851","PUTTUR",1,0,0,0,0,0,0,3,1,1,1,1,4,2,6,6,0,29240403507,7,0,0
"392864","PUTTUR",1,0,0,0,0,1500,1500,3,1,1,1,1,5,2,5,7,0,29240403709,7,1,0
"392865","PUTTUR",1,0,0,0,0,1500,1500,3,1,1,1,0,1,4,5,5,0,29240403710,7,1,0
"392871","PUTTUR",1,0,0,40000,40000,1500,1500,5,1,1,1,0,3,3,6,6,0,29240404002,7,1,0
"392878","PUTTUR",1,0,0,0,0,0,0,3,1,1,1,1,4,4,7,8,0,29240404304,7,0,0
"392879","PUTTUR",1,0,0,0,0,0,0,3,1,1,1,1,3,4,7,7,0,29240404305,7,0,0
"392890","PUTTUR",1,0,0,0,0,0,0,16,1,1,1,1,3,6,9,9,0,29240404605,7,0,0
"392895","PUTTUR",1,0,0,0,0,0,0,5,1,1,1,1,3,5,8,8,0,29240404804,7,0,0
"392900","PUTTUR",1,0,0,40000,40000,0,0,5,1,1,1,1,3,3,6,6,0,29240404905,7,1,0
"392901","PUTTUR",1,0,0,0,0,1500,1500,7,1,1,1,1,6,1,5,7,0,29240404906,7,1,0
"392902","PUTTUR",1,0,0,0,0,0,0,4,1,1,1,1,2,3,2,5,0,29240404907,7,0,0
"392904","PUTTUR",1,0,0,0,0,0,0,3,1,1,1,1,4,5,9,9,80,29240404909,7,0,0
"392913","PUTTUR",1,0,0,0,0,40000,40000,3,1,1,1,1,4,2,6,6,0,29240405014,7,1,0
"392914","PUTTUR",1,0,0,0,0,1000,1000,6,1,1,1,1,6,1,6,7,0,29240405015,7,1,0
"392915","PUTTUR",1,0,0,0,0,500,500,3,1,1,1,1,3,1,4,4,0,29240405016,7,1,0
"392916","PUTTUR",1,0,0,0,0,0,0,3,1,1,1,1,3,4,7,7,0,29240405017,7,0,0
"392920","PUTTUR",1,0,0,1000,1000,1000,1000,4,1,1,1,0,3,3,6,6,0,29240405104,7,1,0
"392929","PUTTUR",1,0,0,0,0,2000,2000,3,1,1,1,1,6,1,7,7,0,29240405404,7,1,0
"392934","PUTTUR",1,0,0,40000,40000,1000,1000,3,1,1,1,1,6,2,7,8,0,29240405505,7,1,0
"392939","PUTTUR",1,0,0,0,0,0,0,8,1,1,1,1,4,3,5,7,0,29240405605,7,1,0
"392940","PUTTUR",1,0,0,0,0,0,0,3,1,1,1,1,1,4,1,5,0,29240405606,7,0,0
"392948","PUTTUR",1,0,0,0,0,2000,2000,7,1,1,1,1,7,2,8,9,0,29240405904,7,1,0
"392950","PUTTUR",1,0,1,0,0,0,0,3,1,1,1,1,0,5,4,5,0,29240405906,7,0,0
"392952","PUTTUR",1,0,2,0,0,0,0,11,1,1,1,1,3,6,3,9,0,29240405908,7,0,0
"392956","PUTTUR",1,0,1,0,0,1000,1000,7,1,1,1,1,5,1,6,6,0,29240406004,7,1,0
"392959","PUTTUR",1,0,0,50000,0,1500,1500,3,1,1,1,0,6,2,8,8,0,29240406103,7,1,0
"392960","PUTTUR",1,0,0,0,0,1500,1500,4,1,1,1,1,4,3,6,7,0,29240406104,7,1,0
"392965","PUTTUR",1,0,0,25000,1200,0,0,6,1,1,1,1,5,3,8,8,0,29240406205,7,1,0
"392966","PUTTUR",1,0,0,0,0,0,0,3,1,1,1,1,1,6,3,7,0,29240406206,7,0,0
"392973","PUTTUR",1,0,0,0,0,1500,1500,3,1,1,1,1,5,0,3,5,0,29240406404,7,1,0
"392984","PUTTUR",1,0,0,0,0,3,3,10,1,1,1,1,9,9,16,18,0,29240406609,7,1,0
"392985","PUTTUR",1,0,0,0,0,0,0,3,1,1,1,1,4,4,7,8,0,29240406610,7,0,0
"392986","PUTTUR",1,0,1,0,0,0,0,4,1,1,1,1,3,5,7,8,0,29240406611,7,0,0
"392987","PUTTUR",1,0,0,0,0,0,0,4,1,1,1,1,0,6,4,6,0,29240406612,7,0,0
"392988","PUTTUR",1,0,1,0,0,0,0,3,1,1,1,1,1,5,5,6,0,29240406613,7,0,0
"392996","PUTTUR",1,0,0,65000,65000,0,0,6,1,1,1,1,5,4,9,9,0,29240406707,7,1,0
"392998","PUTTUR",0,0,0,0,0,0,0,10,1,1,1,1,2,11,12,13,0,29240406901,7,0,0
"393003","PUTTUR",0,0,1,0,0,0,0,3,1,1,1,1,5,3,7,8,0,29240407403,7,0,0
"393004","PUTTUR",0,0,1,0,0,0,0,3,1,1,1,1,3,2,5,5,0,29240407404,7,0,0
"393005","PUTTUR",0,0,0,25000,25000,5000,5000,15,1,1,1,1,9,21,27,30,0,29240407501,7,1,0
"393006","PUTTUR",0,0,0,0,0,1500,1500,9,1,1,1,1,2,6,6,8,0,29240407502,7,1,0
"393008","PUTTUR",0,0,10,0,0,0,0,3,1,1,1,1,2,2,4,4,0,29240407504,7,1,0
"393015","PUTTUR",0,0,0,0,0,0,0,8,1,1,1,1,4,5,8,9,0,29240408103,7,0,0
"393016","PUTTUR",0,0,0,0,0,0,0,10,1,1,1,1,6,11,11,17,0,29240408104,7,0,0
"393018","PUTTUR",0,0,0,0,0,2000,2000,12,1,1,1,1,6,12,16,18,0,29240408202,7,1,0
"393022","PUTTUR",0,0,1,0,0,65000,65000,6,1,1,1,1,3,6,9,9,3,29240408402,7,1,0
"393025","PUTTUR",0,0,0,0,0,2000,2000,16,1,1,1,1,13,12,25,25,0,29240408703,7,1,0
"393026","PUTTUR",0,0,0,0,0,0,0,2,1,1,1,1,2,5,7,7,0,29240408704,7,0,0
"393036","SULLIA",1,0,0,40000,40000,1000,1000,4,1,1,1,1,2,3,5,5,0,29240500206,7,1,0
"393041","SULLIA",1,0,0,40000,40000,2500,2500,6,1,1,1,1,5,3,7,8,0,29240500306,7,1,0
"393042","SULLIA",1,0,0,0,0,0,0,4,1,1,1,1,2,4,5,6,10,29240500307,7,0,0
"393044","SULLIA",1,0,0,0,0,7000,7000,2,1,1,1,1,2,1,3,3,1,29240500310,7,1,0
"393051","SULLIA",1,0,1,40000,40000,2500,2500,7,1,1,1,1,4,7,10,11,103,29240500408,7,1,0
"393062","SULLIA",1,0,1,40000,40000,0,0,3,1,1,1,1,4,2,6,6,0,29240500510,7,1,0
"393067","SULLIA",1,0,1,0,0,1000,1000,6,1,1,1,1,3,1,3,4,0,29240500605,7,1,0
"393071","SULLIA",1,0,0,0,0,0,0,8,1,1,1,1,2,14,16,16,0,29240500704,7,0,0
"393077","SULLIA",1,0,0,0,0,1500,1500,6,1,1,1,1,7,0,6,7,0,29240500806,7,1,0
"393080","SULLIA",1,0,0,0,0,1500,1500,8,1,1,1,1,7,3,10,10,70,29240500903,7,1,0
"393091","SULLIA",1,0,0,40000,40000,2000,2000,8,1,1,1,1,6,6,12,12,26,29240501206,7,1,0
"393092","SULLIA",1,0,0,0,0,0,0,3,1,1,1,1,2,7,7,9,0,29240501207,7,0,0
"393093","SULLIA",1,0,0,0,0,0,0,3,1,1,1,1,2,8,8,10,0,29240501208,7,0,0
"393103","SULLIA",1,0,1,65000,63678,1500,1500,4,1,1,1,1,5,2,6,7,0,29240501310,7,1,0
"393104","SULLIA",1,0,0,0,0,0,0,1,1,1,1,1,1,2,3,3,0,29240501311,7,0,0
"393113","SULLIA",1,0,0,40000,40000,1000,1000,5,1,1,1,1,3,4,6,7,0,29240501409,7,1,0
"393114","SULLIA",1,0,5,0,0,0,0,3,1,1,1,1,1,7,8,8,0,29240501413,7,0,0
"393116","SULLIA",1,0,0,40000,40000,1000,1000,3,1,1,1,1,2,1,3,3,11,29240501502,7,1,0
"393123","SULLIA",1,0,0,0,0,0,0,3,1,1,1,1,2,5,7,7,0,29240501607,7,0,0
"393132","SULLIA",1,0,0,0,0,0,0,3,1,1,1,1,3,3,6,6,0,29240502003,7,0,0
"393144","SULLIA",1,0,0,0,0,0,0,3,1,1,1,1,6,1,6,7,0,29240502306,7,0,0
"393164","SULLIA",1,0,0,40000,40000,1500,1500,3,1,1,1,1,3,3,6,6,30,29240502704,7,1,0
"393186","SULLIA",1,0,0,0,0,0,0,3,1,1,1,1,2,3,5,5,0,29240503408,7,0,0
"393191","SULLIA",1,0,3,0,0,2000,2000,6,1,1,1,1,7,3,9,10,4,29240503506,7,1,0
"393192","SULLIA",1,0,0,0,0,0,0,5,1,1,1,1,4,5,7,9,0,29240503507,7,0,0
"393198","SULLIA",1,0,1,0,0,0,0,3,1,1,1,1,3,4,7,7,0,29240503711,7,0,0
"393199","SULLIA",1,0,1,0,0,0,0,3,1,1,1,1,1,2,3,3,0,29240503712,7,0,0
"393205","SULLIA",1,0,1,40000,40000,1000,1000,3,1,1,1,1,4,2,6,6,0,29240503806,7,1,0
"393209","SULLIA",1,0,1,40000,40000,1500,1500,3,1,1,1,1,2,4,5,6,15,29240503904,7,1,0
"393212","SULLIA",1,0,0,40000,40000,1000,1000,3,1,1,1,0,2,5,7,7,0,29240504003,7,1,0
"393213","SULLIA",0,0,0,40000,40000,1000,1000,5,1,1,1,1,3,3,6,6,50,29240504102,7,1,0
"393219","SULLIA",0,0,0,40000,40000,1500,1500,7,1,1,1,1,1,4,5,5,0,29240504403,7,1,0
"393220","SULLIA",0,0,2,0,0,0,0,4,1,1,1,1,0,4,4,4,0,29240504404,7,0,0
"393223","SULLIA",0,0,0,0,0,0,0,3,1,1,1,1,1,5,6,6,0,29240504503,7,0,0
"393226","SULLIA",0,0,0,40000,40000,2500,2500,12,1,1,1,1,5,9,13,14,0,29240504702,7,1,0
"393227","SULLIA",0,0,1,0,0,1500,1500,6,1,1,1,0,0,6,5,6,10,29240504703,7,1,0
"393228","SULLIA",0,0,1,0,0,0,0,3,1,1,1,1,2,7,9,9,0,29240504704,7,0,0
"393231","SULLIA",0,0,0,0,0,0,0,3,1,1,1,1,4,4,8,8,8,29240504901,7,0,0
"393233","SULLIA",0,0,0,0,0,0,0,3,1,1,1,1,1,7,6,8,0,29240505101,7,0,0
"393236","MANGALORE TALUK",1,0,0,0,0,1500,1500,5,1,1,1,1,3,5,6,8,0,29240600102,7,1,0
"393238","MANGALORE TALUK",1,0,4,0,0,0,0,3,1,1,1,1,1,4,4,5,0,29240600104,7,0,0
"393239","MANGALORE TALUK",1,0,2,0,0,0,0,2,1,1,1,1,0,4,4,4,0,29240600105,7,0,0
"393242","MANGALORE TALUK",1,0,2,0,0,1000,1000,6,1,1,1,1,1,7,7,8,0,29240600203,7,1,0
"393243","MANGALORE TALUK",1,0,0,0,0,0,0,3,1,1,1,1,0,3,3,3,0,29240600204,7,0,0
"393247","MANGALORE TALUK",1,0,0,0,0,0,0,3,1,1,1,1,2,5,7,7,0,29240600304,7,0,0
"393253","MANGALORE TALUK",1,0,0,40000,39442,1500,1500,3,1,1,1,0,3,4,6,7,0,29240600505,7,1,0
"393254","MANGALORE TALUK",1,0,0,0,0,0,0,4,1,1,1,1,2,5,7,7,0,29240600506,7,0,0
"393255","MANGALORE TALUK",1,0,0,0,0,0,0,1,1,1,1,1,0,3,3,3,0,29240600507,7,0,0
"393259","MANGALORE TALUK",1,0,0,40000,40000,1500,1500,3,1,1,1,1,0,7,7,7,0,29240600605,7,1,0
"393260","MANGALORE TALUK",1,0,4,0,0,2500,2500,9,1,1,1,1,4,8,11,12,0,29240600606,7,1,0
"393261","MANGALORE TALUK",1,0,0,0,0,0,0,3,1,1,1,1,0,5,5,5,0,29240600607,7,0,0
"393265","MANGALORE TALUK",1,0,0,0,0,1500,1500,8,1,1,1,1,6,2,7,8,0,29240600802,7,1,0
"393269","MANGALORE TALUK",1,0,1,40000,40000,0,0,3,1,0,1,0,3,2,0,5,0,29240600904,7,1,0
"393270","MANGALORE TALUK",1,0,1,0,0,0,0,4,1,1,1,1,4,5,7,9,25,29240600905,7,0,0
"393273","MANGALORE TALUK",1,0,0,0,0,4500,4500,6,1,1,1,1,7,2,5,9,9,29240601005,7,1,0
"393277","MANGALORE TALUK",1,0,4,0,0,1000,1000,4,1,1,1,1,2,5,6,7,10,29240601104,7,1,0
"393278","MANGALORE TALUK",1,0,0,40000,40000,1500,1500,2,1,1,1,1,2,4,6,6,0,29240601105,7,1,0
"393279","MANGALORE TALUK",1,0,1,0,0,0,0,4,1,1,1,1,1,5,5,6,42,29240601106,7,0,0
"393282","MANGALORE TALUK",1,0,0,4000,4000,1500,1500,8,1,1,1,1,3,6,9,9,0,29240601302,7,1,0
"393290","MANGALORE TALUK",1,0,2,0,0,1500,1500,3,1,1,1,1,7,1,5,8,0,29240601604,7,1,0
"393294","MANGALORE TALUK",1,0,4,40000,40000,1500,1500,3,1,1,1,1,0,7,7,7,0,29240601802,7,1,0
"393299","MANGALORE TALUK",1,0,0,0,0,0,0,7,1,1,1,1,2,7,7,9,0,29240601906,7,1,0
"393300","MANGALORE TALUK",1,0,0,0,0,2000,2000,9,1,1,1,1,5,7,11,12,0,29240601907,7,1,0
"393301","MANGALORE TALUK",1,0,0,0,0,0,0,3,1,1,1,1,0,8,7,8,0,29240601908,7,0,0
"393302","MANGALORE TALUK",1,0,0,0,0,0,0,5,1,1,1,1,0,6,3,6,0,29240601909,7,0,0
"393305","MANGALORE TALUK",1,0,0,0,0,0,0,10,1,1,1,1,3,7,6,10,0,29240602003,7,0,0
"393307","MANGALORE TALUK",1,0,0,0,0,1500,1500,6,1,1,1,1,3,5,7,8,0,29240602102,7,1,0
"393314","MANGALORE TALUK",1,0,0,40000,40000,1500,1500,3,1,0,1,0,0,6,5,6,66,29240602306,7,1,0
"393315","MANGALORE TALUK",1,0,4,40000,40000,2000,2000,9,1,1,1,0,1,14,15,15,20,29240602307,7,1,0
"393316","MANGALORE TALUK",1,0,4,0,0,0,0,4,1,1,1,1,2,7,8,9,0,29240602308,7,0,0
"393318","MANGALORE TALUK",1,0,2,0,0,0,0,3,1,1,1,0,2,5,7,7,17,29240602310,7,1,0
"393325","MANGALORE TALUK",1,0,0,0,0,0,0,5,1,1,1,1,1,6,7,7,0,29240602504,7,1,0
"393328","MANGALORE TALUK",1,0,0,40000,40000,1500,1500,6,1,1,1,1,1,7,8,8,0,29240602603,7,1,0
"393335","MANGALORE TALUK",1,0,0,40000,40000,1500,1500,4,1,1,1,1,3,7,8,10,0,29240603006,7,1,0
"393339","MANGALORE TALUK",1,0,1,0,0,1500,1500,8,1,1,1,1,5,5,10,10,47,29240603104,7,1,0
"393340","MANGALORE TALUK",1,0,0,40000,40000,1000,1000,3,1,1,1,0,0,7,7,7,22,29240603105,7,1,0
"393343","MANGALORE TALUK",1,0,0,0,0,1500,1500,3,1,1,1,1,2,4,6,6,0,29240603202,7,1,0
"393349","MANGALORE TALUK",1,0,0,40000,40000,1000,1000,3,1,1,1,1,2,5,7,7,51,29240603603,7,1,0
"393354","MANGALORE TALUK",1,0,0,0,0,0,0,5,1,1,1,1,1,9,10,10,0,29240603804,7,0,0
"393355","MANGALORE TALUK",1,0,1,0,0,0,0,4,1,1,1,1,0,6,5,6,0,29240603806,7,0,0
"393361","MANGALORE TALUK",1,0,0,40000,40000,1000,1000,7,1,1,1,1,4,4,7,8,23,29240604002,7,1,0
"393369","MANGALORE TALUK",1,0,0,0,0,0,0,3,1,1,1,1,1,5,6,6,0,29240604306,7,0,0
"393370","MANGALORE TALUK",1,0,0,0,0,0,0,3,1,1,1,1,2,5,7,7,0,29240604307,7,0,0
"393372","MANGALORE TALUK",1,0,2,0,0,1000,1000,10,1,1,1,1,6,0,6,6,0,29240604402,7,1,0
"393379","MANGALORE TALUK",1,0,1,0,0,0,0,4,1,1,1,1,0,11,11,11,0,29240604508,7,0,0
"393384","MANGALORE TALUK",1,0,0,0,0,0,0,3,1,1,1,1,1,6,6,7,0,29240604703,7,1,0
"393389","MANGALORE TALUK",1,0,0,0,0,0,0,3,1,1,1,1,4,3,7,7,0,29240604805,7,0,0
"393398","MANGALORE TALUK",1,0,0,0,0,1000,1000,3,1,1,1,0,1,6,7,7,0,29240605008,7,1,0
"393400","MANGALORE TALUK",1,0,10,0,0,0,0,6,0,1,1,1,3,1,4,4,0,29240605010,7,1,0
"393405","MANGALORE TALUK",1,0,1,0,0,0,0,3,1,1,1,1,3,4,6,7,0,29240605105,7,0,0
"393413","MANGALORE TALUK",1,0,2,40000,40000,1500,1500,8,1,1,1,1,4,6,10,10,55,29240605304,7,1,0
"393414","MANGALORE TALUK",1,0,1,0,0,0,0,12,1,1,1,1,0,3,3,3,0,29240605305,7,0,0
"393416","MANGALORE TALUK",1,0,0,40000,40000,0,0,3,1,0,1,0,4,2,6,6,0,29240605402,7,1,0
"393421","MANGALORE TALUK",1,0,0,40000,40000,1000,1000,3,1,1,1,1,2,4,5,6,0,29240605602,7,1,0
"393426","MANGALORE TALUK",1,0,0,0,0,0,0,50,1,1,1,1,2,10,12,12,0,29240605705,7,0,0
"393428","MANGALORE TALUK",1,0,0,0,0,0,0,4,1,1,1,1,0,5,4,5,0,29240605707,7,0,0
"393429","MANGALORE TALUK",1,0,1,0,0,0,0,10,1,1,1,1,0,4,4,4,0,29240605708,7,0,0
"393430","MANGALORE TALUK",1,0,0,0,0,0,0,26,1,1,1,1,0,8,8,8,0,29240605709,7,0,0
"393435","MANGALORE TALUK",1,0,3,0,0,1000,1000,3,1,0,1,0,0,8,7,8,66,29240605904,7,1,0
"393441","MANGALORE TALUK",1,0,0,40000,40000,1000,1000,2,1,1,1,1,2,5,7,7,0,29240606106,7,1,0
"393446","MANGALORE TALUK",1,0,0,0,0,1000,1000,3,1,1,1,1,6,0,6,6,0,29240606402,7,1,0
"393458","MANGALORE TALUK",1,0,0,50000,50000,1500,1500,2,1,1,1,1,4,3,7,7,11,29240606512,7,1,0
"393459","MANGALORE TALUK",1,0,1,0,0,0,0,10,1,1,1,1,6,4,9,10,0,29240606513,7,1,0
"393460","MANGALORE TALUK",1,0,0,0,0,0,0,7,1,1,1,1,0,8,4,8,0,29240606514,7,0,0
"393462","MANGALORE TALUK",1,0,0,0,0,0,0,3,1,1,1,1,0,3,3,3,0,29240606516,7,0,0
"393463","MANGALORE TALUK",1,0,4,0,0,0,0,3,1,1,1,1,0,5,5,5,4,29240606517,7,0,0
"393464","MANGALORE TALUK",1,0,0,0,0,0,0,3,1,1,1,1,1,5,6,6,0,29240606518,7,0,0
"393467","MANGALORE TALUK",1,0,2,40000,40000,1500,1500,6,1,1,1,1,2,7,8,9,0,29240606603,7,1,0
"393468","MANGALORE TALUK",1,0,0,0,0,0,0,4,1,1,1,1,0,6,6,6,15,29240606604,7,0,0
"393472","MANGALORE TALUK",1,0,0,0,0,0,0,3,1,1,1,1,1,4,4,5,0,29240606705,7,0,0
"393474","MANGALORE TALUK",1,0,0,0,0,1500,1500,3,1,1,1,0,1,9,7,10,0,29240606708,7,1,0
"393475","MANGALORE TALUK",1,0,0,0,0,0,0,3,1,1,1,1,2,5,7,7,0,29240606709,7,0,0
"393478","MANGALORE TALUK",1,0,2,0,0,0,0,5,1,1,1,1,3,8,7,11,0,29240606712,7,0,0
"393485","MANGALORE TALUK",1,0,0,0,0,0,0,6,1,1,1,1,3,6,9,9,0,29240606807,7,1,0
"393486","MANGALORE TALUK",1,0,2,0,0,1500,1500,6,1,1,1,1,3,5,7,8,0,29240606808,7,1,0
"393487","MANGALORE TALUK",1,0,1,0,0,1000,1000,3,1,1,1,1,4,3,4,7,0,29240606809,7,1,0
"393488","MANGALORE TALUK",1,0,1,0,0,0,0,7,1,1,1,1,1,6,6,7,0,29240606811,7,0,0
"393495","MANGALORE TALUK",1,0,2,0,0,1500,1500,9,1,1,1,1,8,2,10,10,0,29240606906,7,1,0
"393496","MANGALORE TALUK",1,0,1,0,0,0,0,3,1,1,1,1,2,5,7,7,0,29240606907,7,0,0
"393502","MANGALORE TALUK",1,0,1,0,0,0,0,5,1,1,1,1,0,5,5,5,0,29240607104,7,0,0
"393504","MANGALORE TALUK",1,0,0,0,0,3000,3000,5,1,1,1,0,2,2,4,4,0,29240607106,7,1,0
"393511","MANGALORE TALUK",1,0,0,25000,25000,1000,1000,4,1,1,1,0,0,8,7,8,0,29240607306,7,1,0
"393512","MANGALORE TALUK",1,0,2,0,0,0,0,3,1,1,1,1,6,2,8,8,0,29240607307,7,0,0
"393516","MANGALORE TALUK",1,0,0,0,0,0,0,12,1,1,1,1,1,5,6,6,0,29240607404,7,0,0
"393529","MANGALORE TALUK",0,0,1,0,0,0,0,6,1,1,1,0,3,7,9,10,0,29240607513,7,1,0
"393530","MANGALORE TALUK",0,0,0,40000,40000,1000,1000,3,1,1,1,0,4,3,3,7,0,29240607514,7,1,0
"393531","MANGALORE TALUK",0,0,1,0,0,0,0,6,1,1,1,1,6,4,10,10,0,29240607515,7,0,0
"393532","MANGALORE TALUK",0,0,0,0,0,0,0,5,1,1,1,1,2,4,6,6,0,29240607516,7,0,0
"393534","MANGALORE TALUK",0,0,0,0,0,0,0,5,1,1,1,1,1,5,6,6,0,29240607518,7,0,0
"393536","MANGALORE TALUK",0,0,0,0,0,0,0,2,1,0,0,1,999,999,999,999,999,29240607520,7,1,0
"393537","MANGALORE TALUK",0,0,8,0,0,0,0,4,1,1,1,1,5,2,7,7,0,29240607521,7,1,0
"393538","MANGALORE TALUK",0,0,0,65000,65000,2000,2000,5,1,1,1,1,2,8,9,10,55,29240607522,7,1,0
"393560","MANGALORE TALUK",0,0,0,0,0,1500,1500,10,1,1,1,1,5,4,7,9,0,29240607625,7,1,0
"393561","MANGALORE TALUK",0,0,0,0,0,1500,1500,5,1,1,1,1,1,7,3,8,0,29240607626,7,1,0
"393562","MANGALORE TALUK",0,0,0,0,0,0,0,5,1,1,1,1,5,2,5,7,0,29240607627,7,0,0
"393563","MANGALORE TALUK",0,0,0,25000,25000,2000,2000,6,1,1,1,1,3,7,10,10,0,29240607628,7,1,0
"393564","MANGALORE TALUK",0,0,0,0,0,0,0,3,1,1,1,1,1,3,4,4,0,29240607629,7,0,0
"393565","MANGALORE TALUK",1,0,2,0,0,0,0,7,1,1,1,1,0,9,8,9,0,29240607630,7,0,0
"393566","MANGALORE TALUK",0,0,1,0,0,2000,2000,8,1,1,1,1,9,3,10,12,0,29240607631,7,1,0
"393567","MANGALORE TALUK",0,0,5,0,0,1000,1000,5,1,1,1,1,1,5,6,6,0,29240607632,7,1,0
"393568","MANGALORE TALUK",0,0,0,0,0,1500,1500,5,1,1,1,1,3,6,8,9,0,29240607633,7,1,0
"393569","MANGALORE TALUK",0,0,1,0,0,0,0,6,1,1,1,1,1,10,9,11,0,29240607634,7,0,0
"393570","MANGALORE TALUK",0,0,0,0,0,0,0,6,1,1,1,1,2,6,8,8,0,29240607635,7,0,0
"393571","MANGALORE TALUK",0,0,0,0,0,0,0,12,1,1,1,1,0,7,7,7,0,29240607636,7,0,0
"393572","MANGALORE TALUK",0,0,1,0,0,0,0,3,1,1,1,1,1,5,4,6,0,29240607637,7,0,0
"393574","MANGALORE TALUK",0,0,0,0,0,0,0,3,1,1,1,1,1,3,4,4,0,29240607641,7,0,0
"393575","MANGALORE TALUK",1,0,2,0,0,0,0,6,1,1,1,1,1,6,7,7,0,29240607642,7,0,0
"393576","MANGALORE TALUK",0,0,3,0,0,0,0,3,1,1,1,1,0,5,5,5,0,29240607643,7,0,0
"393577","MANGALORE TALUK",0,0,0,0,0,0,0,4,1,1,1,1,0,5,5,5,0,29240607644,7,0,0
"393583","MANGALORE TALUK",0,0,1,1000,1000,0,0,5,1,1,1,0,8,1,8,9,0,29240607706,7,1,0
"393584","MANGALORE TALUK",0,0,1,0,0,0,0,3,1,1,1,1,3,6,8,9,0,29240607707,7,0,0
"393585","MANGALORE TALUK",0,0,0,0,0,0,0,26,1,1,1,1,0,9,9,9,0,29240607708,7,0,0
"393586","MANGALORE TALUK",0,0,4,0,0,0,0,5,1,1,1,1,3,9,6,12,0,29240607709,7,0,0
"393587","MANGALORE TALUK",0,0,0,0,0,0,0,3,1,1,1,1,1,5,6,6,0,29240607710,7,0,0
"393594","MANGALORE TALUK",0,0,6,0,0,0,0,11,1,1,1,1,0,5,5,5,0,29240607807,7,0,0
"393595","MANGALORE TALUK",0,0,5,0,0,0,0,2,1,1,1,1,0,5,5,5,0,29240607808,7,0,0
"393599","MANGALORE TALUK",0,0,0,0,0,0,0,10,1,1,1,1,3,6,9,9,0,29240607906,7,0,0
"393601","MANGALORE TALUK",0,0,0,0,0,0,0,3,1,1,1,1,0,7,6,7,0,29240607908,7,0,0
"393602","MANGALORE TALUK",0,0,0,0,0,0,0,3,1,1,1,1,1,8,8,9,10,29240607909,7,0,0
"393603","MANGALORE TALUK",0,0,0,0,0,0,0,3,1,1,1,1,0,6,6,6,0,29240607910,7,0,0
"393609","MANGALORE TALUK",0,0,1,40000,40000,1000,1000,3,1,1,1,1,2,4,5,6,0,29240608005,7,1,0
"393610","MANGALORE TALUK",0,0,2,74000,74000,1500,1500,6,1,1,1,1,2,6,8,8,3,29240608006,7,1,0
"393611","MANGALORE TALUK",0,0,1,0,0,0,0,6,1,1,1,1,1,9,10,10,0,29240608007,7,0,0
"393615","MANGALORE TALUK",0,0,0,0,0,0,0,6,1,1,1,1,0,7,7,7,0,29240608103,7,0,0
"393616","MANGALORE TALUK",0,0,1,0,0,0,0,2,1,1,1,1,0,3,3,3,0,29240608104,7,0,0
"393624","MANGALORE TALUK",0,0,0,0,0,0,0,3,1,1,1,1,1,6,7,7,0,29240608304,7,0,0
"393625","MANGALORE TALUK",0,0,0,0,0,2000,2000,18,1,1,1,1,7,12,15,19,0,29240608306,7,1,0
"393631","MANGALORE TALUK",0,0,1,40000,40000,2000,2000,3,1,1,1,1,2,6,7,8,2,29240608504,7,1,0
"393632","MANGALORE TALUK",0,0,0,0,0,0,0,3,1,1,1,1,1,8,7,9,0,29240608505,7,0,0
"393637","MANGALORE TALUK",0,0,0,25000,25000,1000,1000,3,1,1,1,1,2,5,7,7,0,29240608604,7,1,0
"393638","MANGALORE TALUK",0,0,0,40000,40000,1000,1000,4,1,1,1,1,3,4,7,7,0,29240608605,7,1,0
"393639","MANGALORE TALUK",0,0,0,0,0,0,0,3,1,1,1,1,0,3,0,3,0,29240608606,7,0,0
"393643","MANGALORE TALUK",0,0,1,0,0,0,0,12,1,1,1,1,5,8,12,13,0,29240608704,7,0,0
"393645","MANGALORE TALUK",0,0,3,0,0,0,0,32,1,1,1,1,3,1,4,4,0,29240608706,7,0,0
"393652","MANGALORE TALUK",0,0,0,0,0,0,0,7,1,1,1,1,4,4,8,8,0,29240608807,7,0,0
"393653","MANGALORE TALUK",0,0,6,0,0,1500,1500,6,1,1,1,1,4,4,5,8,21,29240608808,7,1,0
"393654","MANGALORE TALUK",0,0,0,0,0,0,0,3,1,1,1,1,1,6,7,7,27,29240608810,7,0,0
